Unnamed: 0,tissue,cell_type,mass,groups,for_final_table,extrapolate,density,err,mean_volume_fl,mean_volume_err,child_10y,tot_child_10y,tot_mass_child_10y,woman,tot_woman,tot_mass_woman,man,tot_man,tot_mass_man,mass_err
269,Spleen,Eosinophils,0.728308514349164,lymphatic system,Lymph system,human,15402603.4736406,1.38274560516208,294.609139339334,1.11070491313748,80.0,1232208277.89124,0.388431207652887,130.0,2002338451.57327,0.631200712435942,150.0,2310390521.04608,0.728308514349164,1.40586847566792
270,Stomach,Eosinophils,0.00728417623481373,barrier epithelial,GI,human,154049.109637573,2.31308986593613,294.609139339334,1.11070491313748,84.0,12940125.2095561,0.00407913869149569,141.0,21720924.4588978,0.00684712566072491,150.0,23107366.4456359,0.00728417623481373,2.32828422526014
272,Thymus,Eosinophils,0.0188642539755922,lymphatic system,Lymph system,human,2992124.40285431,1.069116762878,294.609139339334,1.11070491313748,40.0,119684976.114172,0.0377285079511843,25.0,74803110.0713578,0.0235803174694902,20.0,59842488.0570862,0.0188642539755922,1.13253790746053
282,Adipose tissue,Mast cells,0.272814716301938,adipose tissue,Others,human,17430.123685383,1.88856216598424,1008.82432317376,1.39527357169945,7500.0,130725927.640372,0.141111060156175,19000.0,331172350.022277,0.357481352395643,14500.0,252736793.438053,0.272814716301938,2.04988151601973
287,Bronchial tree,Mast cells,0.417037474008108,barrier epithelial,Lungs,human,12878180.3944992,1.47893012294713,1008.82432317376,1.39527357169945,13.15,169348072.187665,0.182801426106887,24.66,317575928.528351,0.342804803634665,30.0,386345411.834977,0.417037474008108,1.67177668997914
288,Cartilage ,Mast cells,5.43353876942845,connective,Others,extrapolation,4576050.01606105,1.52688884317458,1008.82432317376,1.39527357169945,820.0,3752361013.17006,4.05045617357393,900.0,4118445014.45495,4.44562262953237,1100.0,5033655017.66716,5.43353876942845,1.71358202374378
289,Colon,Mast cells,1.35926108737348,barrier epithelial,GI,human,3403312.56957885,1.57004537588225,1008.82432317376,1.39527357169945,210.0,714695639.611559,0.771472509049814,360.0,1225192525.04839,1.32252430122825,370.0,1259225650.74418,1.35926108737348,1.75199226236587
290,Connective tissue,Mast cells,7.90332911916865,connective,Others,human,4576050.01606105,1.52688884317458,1008.82432317376,1.39527357169945,701.37,3209504199.76474,3.46447371519457,1315.07,6017826094.62141,6.4958943904657,1600.0,7321680025.69768,7.90332911916865,1.71358202374378
292,Esophagus,Mast cells,0.371170600432395,barrier epithelial,GI,extrapolation,8596353.2909216,1.70314980452136,1008.82432317376,1.39527357169945,18.0,154734359.236589,0.167026770194578,35.0,300872365.182256,0.324774275378345,40.0,343854131.636864,0.371170600432395,1.87400763794812
296,Heart,Mast cells,0.153115215798052,striated muscle,Others,human,429838.278786876,2.12096771825252,1008.82432317376,1.39527357169945,140.0,60177359.0301626,0.0649579703385673,250.0,107459569.696719,0.115996375604585,330.0,141846631.999669,0.153115215798052,2.27584448627689
298,Larynx,Mast cells,0.259819420302676,barrier epithelial,Lungs,extrapolation,8596353.2909216,1.70314980452136,1008.82432317376,1.39527357169945,12.0,103156239.491059,0.111351180129718,19.0,163330712.527511,0.176306035205388,28.0,240697892.145805,0.259819420302676,1.87400763794812
300,Lungs,Mast cells,22.7580842755625,barrier epithelial,Lungs,human,18019822.8499905,1.75006715125403,1008.82432317376,1.39527357169945,487.0,8775653727.94535,9.47280943777687,925.0,16668336136.2412,17.9925025255516,1170.0,21083192734.4888,22.7580842755625,1.91798902564071
306,Periarticular tissue,Mast cells,4.44562262953237,connective,Others,extrapolation,4576050.01606105,1.52688884317458,1008.82432317376,1.39527357169945,394.52,1805343252.33641,1.94876337755901,739.73,3385041478.38084,3.65395603082664,900.0,4118445014.45495,4.44562262953237,1.71358202374378
310,Red marrow,Mast cells,0.933488811112544,marrow,Bone Marrow,human,739135.280677331,2.3739579216957,1008.82432317376,1.39527357169945,630.0,465655226.826718,0.502647821368293,900.0,665221752.609598,0.718068316240418,1170.0,864788278.392477,0.933488811112544,2.52566556553646
311,SI,Mast cells,5.24442850934542,barrier epithelial,GI,human,7486074.59630679,1.44030818761379,1008.82432317376,1.39527357169945,369.0,2762361526.0372,2.98180912164632,601.0,4499130832.38038,4.85655090002557,649.0,4858462413.0031,5.24442850934542,1.63891494947569
313,Skeletal Muscles,Mast cells,13.2235868189226,striated muscle,Others,extrapolation,429838.278786876,2.12096771825252,1008.82432317376,1.39527357169945,11000.0,4728221066.65563,5.10384052660172,17500.0,7522169878.77033,8.11974629232091,28500.0,12250390945.426,13.2235868189226,2.27584448627689
314,Skin,Mast cells,30.6215745356725,barrier epithelial,Skin,extrapolation,8596353.2909216,1.70314980452136,1008.82432317376,1.39527357169945,820.0,7049009698.55572,7.60899730886409,2300.0,19771612569.1197,21.3423095248627,3300.0,28367965860.0413,30.6215745356725,1.87400763794812
317,Stomach,Mast cells,2.69860506448981,barrier epithelial,GI,human,16666666.6666667,1.0,1008.82432317376,1.39527357169945,84.0,1400000000.0,1.51121883611429,141.0,2350000000.0,2.53668876062042,150.0,2500000000.0,2.69860506448981,1.39527357169945
321,Tongue,Mast cells,0.0338709416765387,striated muscle,Others,extrapolation,429838.278786876,2.12096771825252,1008.82432317376,1.39527357169945,32.0,13754824.92118,0.0148475360773868,60.0,25790296.7272125,0.0278391301451003,73.0,31378194.3514419,0.0338709416765387,2.27584448627689
323,Trachea,Mast cells,0.044205376872061,barrier epithelial,Lungs,human,4095206.20984405,2.46062789639031,1008.82432317376,1.39527357169945,4.5,18428427.9442982,0.0198924195924275,8.0,32761649.6787524,0.0353643014976488,10.0,40952062.0984405,0.044205376872061,2.61183150011207
328,Yellow marrow,Mast cells,0.0466607238916418,adipose tissue,Others,extrapolation,17430.123685383,1.88856216598424,1008.82432317376,1.39527357169945,630.0,10980977.9217913,0.0118533290531187,1800.0,31374222.6336894,0.0338666544374819,2480.0,43226706.7397498,0.0466607238916418,2.04988151601973
331,Blood,Neutrophils,6.96861321527752,blood,Blood,human,4009894.48335296,1.04949353381943,295.30238074561,1.08338703688733,2616.0,10489883968.4513,3.31452584930291,4251.0,17046061448.7334,5.38610450511722,5500.0,22054419658.4413,6.96861321527752,1.09804674934768
334,Bronchial tree,Neutrophils,0.00537137269838393,barrier epithelial,Lungs,extrapolation,566647.930142658,4.1860252750152,295.30238074561,1.08338703688733,13.15,7451420.28137595,0.00235445169945829,24.66,13973537.9573179,0.00441526835807159,30.0,16999437.9042797,0.00537137269838393,4.19540591043332
336,Colon,Neutrophils,0.0207327691041079,barrier epithelial,GI,human,177339.247394775,2.52638534457743,295.30238074561,1.08338703688733,210.0,37241241.9529028,0.0117672473293586,360.0,63842129.0621191,0.0201724239931861,370.0,65615521.5360668,0.0207327691041079,2.53512735826547
339,Esophagus,Neutrophils,0.0071618302645119,barrier epithelial,GI,extrapolation,566647.930142658,4.1860252750152,295.30238074561,1.08338703688733,18.0,10199662.7425678,0.00322282361903036,35.0,19832677.554993,0.00626660148144792,40.0,22665917.2057063,0.0071618302645119,4.19540591043332
343,Heart,Neutrophils,0.000100955237235844,striated muscle,Others,extrapolation,968.198014802763,1.25146085718437,295.30238074561,1.08338703688733,140.0,135547.722072387,4.28294945849035e-05,250.0,242049.503700691,7.64812403301848e-05,330.0,319505.344884912,0.000100955237235844,1.26893953710301
345,Larynx,Neutrophils,0.00501328118515833,barrier epithelial,Lungs,extrapolation,566647.930142658,4.1860252750152,295.30238074561,1.08338703688733,12.0,6799775.16171189,0.00214854907935357,19.0,10766310.6727105,0.00340186937564315,28.0,15866142.0439944,0.00501328118515833,4.19540591043332
347,Lungs,Neutrophils,0.669357817769189,barrier epithelial,Lungs,human,1810596.81628274,2.11074511949231,295.30238074561,1.08338703688733,487.0,881760649.529695,0.278613040387688,925.0,1674802055.06154,0.529193146526923,1170.0,2118398275.05081,0.669357817769189,2.11980098509659
348,Lymph nodes,Neutrophils,0.33035518395285,lymphatic system,Lymph system,human,4646734.74759007,1.99788672947572,295.30238074561,1.08338703688733,99.0,460026740.011417,0.145356280939254,185.0,859645928.304163,0.271625373472343,225.0,1045515318.20777,0.33035518395285,2.00713618510401
357,Red marrow,Neutrophils,186.992367026977,marrow,Bone Marrow,human,505809860.466834,1.12381787322592,295.30238074561,1.08338703688733,630.0,318660212094.106,100.688197629911,900.0,455228874420.151,143.840282328444,1170.0,591797536746.196,186.992367026977,1.15207707378077
358,SI,Neutrophils,0.116200696041706,barrier epithelial,GI,extrapolation,566647.930142658,4.1860252750152,295.30238074561,1.08338703688733,369.0,209093086.222641,0.0660678841901223,601.0,340555406.015737,0.107606499724291,649.0,367754506.662585,0.116200696041706,4.19540591043332
360,Skeletal Muscles,Neutrophils,0.00871886139764106,striated muscle,Others,human,968.198014802763,1.25146085718437,295.30238074561,1.08338703688733,11000.0,10650178.1628304,0.00336517457452813,17500.0,16943465.2590484,0.00535368682311293,28500.0,27593643.4218788,0.00871886139764106,1.26893953710301
361,Skin,Neutrophils,0.590850996822232,barrier epithelial,Skin,extrapolation,566647.930142658,4.1860252750152,295.30238074561,1.08338703688733,820.0,464651302.716979,0.146817520422494,2300.0,1303290239.32811,0.411805240209434,3300.0,1869938169.47077,0.590850996822232,4.19540591043332
363,Spleen,Neutrophils,13.9473011838985,lymphatic system,Lymph system,human,294271494.112117,1.21730006537427,295.30238074561,1.08338703688733,80.0,23541719528.9693,7.43856063141256,130.0,38255294234.5752,12.0876610260454,150.0,44140724116.8175,13.9473011838985,1.23654482523144
364,Stomach,Neutrophils,0.0268568634919196,barrier epithelial,GI,extrapolation,566647.930142658,4.1860252750152,295.30238074561,1.08338703688733,84.0,47598426.1319832,0.015039843555475,141.0,79897358.1501147,0.0252454516824044,150.0,84997189.5213986,0.0268568634919196,4.19540591043332
366,Thymus,Neutrophils,0.233683882662727,lymphatic system,Lymph system,extrapolation,36978393.3793238,8.3414275700376,295.30238074561,1.08338703688733,40.0,1479135735.17295,0.467367765325454,25.0,924459834.483095,0.292104853328409,20.0,739567867.586476,0.233683882662727,8.35404516526812
368,Tongue,Neutrophils,2.23325221764139e-05,striated muscle,Others,extrapolation,968.198014802763,1.25146085718437,295.30238074561,1.08338703688733,32.0,30982.3364736884,9.78959876226365e-06,60.0,58091.8808881658,1.83554976792443e-05,73.0,70678.4550806017,2.23325221764139e-05,1.26893953710301
369,Tonsils,Neutrophils,0.035052582399409,lymphatic system,Lymph system,extrapolation,36978393.3793238,8.3414275700376,295.30238074561,1.08338703688733,3.0,110935180.137971,0.035052582399409,3.0,110935180.137971,0.035052582399409,3.0,110935180.137971,0.035052582399409,8.35404516526812
370,Trachea,Neutrophils,0.00179045756612798,barrier epithelial,Lungs,extrapolation,566647.930142658,4.1860252750152,295.30238074561,1.08338703688733,4.5,2549915.68564196,0.000805705904757589,8.0,4533183.44114126,0.00143236605290238,10.0,5666479.30142658,0.00179045756612798,4.19540591043332
376,Adipose tissue,Macrophages,9.96189310499525,adipose tissue,Others,human,246165.186712249,2.00671531936048,2608.33556700174,1.49011684476769,7500.0,1846238900.34187,5.15270333016996,19000.0,4677138547.53274,13.0535151030972,14500.0,3569395207.32761,9.96189310499525,2.23137564651131
377,Adrenal glands,Macrophages,0.30954896543595,internal epithelial,Others,mouse,7922351.00307435,2.15755840942718,2608.33556700174,1.49011684476769,7.0,55456457.0215205,0.154774482717975,13.0,102990563.039967,0.287438325047668,14.0,110912914.043041,0.30954896543595,2.37800667369611
378,Brain,Macrophages,13.4738627622811,CNS,Others,human,7964991.80016243,1.07915394382364,1090.322581,1.49999999976402,1300.0,10354489340.2112,12.0800148903209,1300.0,10354489340.2112,12.0800148903209,1450.0,11549238110.2355,13.4738627622811,1.51067869489774
379,Breasts,Macrophages,0.510636629115405,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,15.0,109778166.706276,0.306381977469243,500.0,3659272223.54255,10.2127325823081,25.0,182963611.177127,0.510636629115405,2.35252633929648
380,Bronchial tree,Macrophages,0.314295295424354,barrier epithelial,Lungs,extrapolation,3753784.91266475,2.07759044474571,2608.33556700174,1.49011684476769,13.15,49362271.6015415,0.137766104494342,24.66,92568335.9463129,0.258350732838819,30.0,112613547.379943,0.314295295424354,2.30001880115787
381,Cartilage ,Macrophages,6.06416242764935,connective,Others,extrapolation,1975290.15433404,1.226788094716,2608.33556700174,1.49011684476769,820.0,1619737926.55391,4.52055744606588,900.0,1777761138.90064,4.96158744080402,1100.0,2172819169.76744,6.06416242764935,1.56545829338884
382,Colon,Macrophages,3.82644426303464,barrier epithelial,GI,human,8807231.70570702,1.92819520753434,1097.41392785263,1.26761198783238,210.0,1849518658.19847,2.17176566280344,360.0,3170603414.05452,3.72302685052019,370.0,3258675731.1116,3.82644426303464,2.0099193162157
383,Connective tissue,Macrophages,3.58430417555318,connective,Others,human,1975290.15433404,1.226788094716,1059.912951,1.06748999233439,701.37,1385409255.54527,1.57120213725483,1315.07,2597644823.26007,2.94600680759045,1600.0,3160464246.93446,3.58430417555318,1.23934116702818
384,Epididymes,Macrophages,0.347232907798475,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,1.6,11709671.1153362,0.0326807442633859,0.0,0.0,0.0,17.0,124415255.600447,0.347232907798475,2.35252633929648
385,Esophagus,Macrophages,0.419060393899139,barrier epithelial,GI,extrapolation,3753784.91266475,2.07759044474571,2608.33556700174,1.49011684476769,18.0,67568128.4279656,0.188577177254613,35.0,131382471.943266,0.366677844661747,40.0,150151396.50659,0.419060393899139,2.30001880115787
386,Eyes ,Macrophages,0.333444711022017,CNS,Others,extrapolation,7964991.80016243,1.07915394382364,2608.33556700174,1.49011684476769,12.0,95579901.6019492,0.266755768817613,15.0,119474877.002437,0.333444711022017,15.0,119474877.002437,0.333444711022017,1.5008985281853
387,Fallopian tubes,Macrophages,0.0,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,0.0,0.0,0.0,2.1,15368943.3388787,0.0428934768456941,0.0,0.0,0.0,2.35252633929648
388,Gallbladder,Macrophages,0.204254651646162,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,4.4,32201595.5671744,0.0898720467243113,8.0,58548355.5766807,0.16340372131693,10.0,73185444.4708509,0.204254651646162,2.35252633929648
389,Heart,Macrophages,0.625384911437096,striated muscle,Others,human,679025.709358957,1.9171751900639,2608.33556700174,1.49011684476769,140.0,95063599.310254,0.265314810912708,250.0,169756427.339739,0.473776448058406,330.0,224078484.088456,0.625384911437096,2.14543901753932
390,Kidneys,Macrophages,1.80826364306673,internal epithelial,Others,human,2090031.4224576,1.05870693617104,2608.33556700174,1.49011684476769,180.0,376205656.042367,1.04995953468391,275.0,574758641.175839,1.60410484465597,310.0,647909740.961855,1.80826364306673,1.49617776410263
391,Larynx,Macrophages,0.293342275729397,barrier epithelial,Lungs,extrapolation,3753784.91266475,2.07759044474571,2608.33556700174,1.49011684476769,12.0,45045418.9519771,0.125718118169742,19.0,71321913.3406304,0.199053687102091,28.0,105105977.554613,0.293342275729397,2.30001880115787
392,Liver,Macrophages,107.968075072478,internal epithelial,Liver,human,19976817.7433637,1.02456449593263,2806.162188,1.24316312103602,830.0,16580758726.9919,49.7852790611982,1400.0,27967544840.7092,83.9751695008161,1800.0,35958271938.0547,107.968075072478,1.24484086619855
393,Lungs,Macrophages,87.0636158862017,barrier epithelial,Lungs,human,24249703.2871138,2.27275676691552,2867.87773053672,1.39049181006473,487.0,11809605500.8244,36.239299945795,925.0,22430975540.5803,68.8323458929372,1170.0,28372152845.9232,87.0636158862017,2.42227178198284
394,Lymph nodes,Macrophages,20.8215480815198,lymphatic system,Lymph system,multiplex,33157612.8923399,1.83350321851455,2608.33556700174,1.49011684476769,99.0,3282603676.34165,9.16148115586869,185.0,6134158385.08288,17.119939533694,225.0,7460462900.77648,20.8215480815198,2.06611627522408
395,Lymph vessels,Macrophages,2.78400184178448,connective,Lymph system,extrapolation,1975290.15433404,1.226788094716,2608.33556700174,1.49011684476769,221.0,436539124.107823,1.2183453604641,415.0,819745414.048627,2.28784309770408,505.0,997521527.93869,2.78400184178448,1.56545829338884
396,Ovaries,Macrophages,0.0,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,0.0,0.0,0.0,11.0,80503988.917936,0.224680116810778,0.0,0.0,0.0,2.35252633929648
397,Pancreas,Macrophages,2.85956512304627,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,60.0,439112666.825106,1.22552790987697,120.0,878225333.650211,2.45105581975394,140.0,1024596222.59191,2.85956512304627,2.35252633929648
398,Parathyroid glands,Macrophages,0.00367658372963092,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,0.08,585483.555766807,0.0016340372131693,0.15,1097781.66706276,0.00306381977469243,0.18,1317338.00047532,0.00367658372963092,2.35252633929648
399,Periarticular tissue,Macrophages,4.96158744080402,connective,Others,extrapolation,1975290.15433404,1.226788094716,2608.33556700174,1.49011684476769,394.52,779291471.687865,2.17493941905111,739.73,1461181385.86552,4.07803897509551,900.0,1777761138.90064,4.96158744080402,1.56545829338884
400,Pineal gland,Macrophages,0.00367658372963092,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,0.08,585483.555766807,0.0016340372131693,0.15,1097781.66706276,0.00306381977469243,0.18,1317338.00047532,0.00367658372963092,2.35252633929648
401,Pituitary gland,Macrophages,0.0122552790987697,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,0.35,2561490.55647978,0.00714891280761567,0.6,4391126.66825106,0.0122552790987697,0.6,4391126.66825106,0.0122552790987697,2.35252633929648
402,Prostate gland,Macrophages,0.347232907798475,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,1.6,11709671.1153362,0.0326807442633859,0.0,0.0,0.0,17.0,124415255.600447,0.347232907798475,2.35252633929648
403,Red marrow,Macrophages,135.678336106354,marrow,Bone Marrow,human,41550610.2036315,1.91101779302477,2608.33556700174,1.49011684476769,630.0,26176884428.2878,73.057565595729,900.0,37395549183.2683,104.367950851041,1170.0,48614213938.2488,135.678336106354,2.13956651720262
404,SI,Macrophages,1.238509333999,barrier epithelial,GI,human,1625175.78125839,1.58479751882408,1097.41392785263,1.26761198783238,369.0,599689863.284344,0.704175568945501,601.0,976730644.53629,1.14690925998983,649.0,1054739082.03669,1.238509333999,1.67855230322717
405,Salivary glands,Macrophages,1.73616453899238,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,44.0,322015955.671744,0.898720467243113,70.0,512298111.295956,1.42978256152314,85.0,622076278.002233,1.73616453899238,2.35252633929648
406,Skeletal Muscles,Macrophages,56.6123728155625,striated muscle,Others,human,711736.530444064,1.29141059949896,2608.33556700174,1.49011684476769,11000.0,7829101834.8847,21.850389507761,17500.0,12455389282.7711,34.7619833078015,28500.0,20284491117.6558,56.6123728155625,1.60608395299496
407,Skin,Macrophages,17.3871485284557,barrier epithelial,Skin,human,3638425.44502031,1.2723130851616,1353.37193515125,1.67519771734042,820.0,2983508864.91665,4.32044296767687,2300.0,8368378523.5467,12.1183156410449,3300.0,12006803968.567,17.3871485284557,1.76716124407681
408,Spinal cord,Macrophages,0.666889422044033,CNS,Others,extrapolation,7964991.80016243,1.07915394382364,2608.33556700174,1.49011684476769,13.0,103544893.402112,0.288985416219081,25.0,199124795.004061,0.555741185036694,30.0,238949754.004873,0.666889422044033,1.5008985281853
409,Spleen,Macrophages,66.962413771591,lymphatic system,Lymph system,multiplex,113102297.212774,1.36363379972721,3688.795993,1.66428997490035,80.0,9048183777.02194,35.7132873448486,130.0,14703298637.6607,58.0340919353789,150.0,16965344581.9161,66.962413771591,1.81555403654111
410,Stomach,Macrophages,0.151148223866381,barrier epithelial,GI,human,858138.809916748,2.31011535136732,1097.41392785263,1.26761198783238,84.0,72083660.0330068,0.0846430053651731,141.0,120997572.198261,0.142079330434398,150.0,128720821.487512,0.151148223866381,2.38745949192485
411,Testes,Macrophages,0.775501160062935,internal epithelial,Others,mouse,7939024.94186324,2.0219987850244,2608.33556700174,1.49011684476769,2.0,15878049.8837265,0.0443143520035963,0.0,0.0,0.0,35.0,277865872.965213,0.775501160062935,2.24613553889697
412,Thymus,Macrophages,0.617922799912668,lymphatic system,Lymph system,multiplex,11070238.6447048,1.89960981698952,2608.33556700174,1.49011684476769,40.0,442809545.788193,1.23584559982534,25.0,276755966.11762,0.772403499890834,20.0,221404772.894096,0.617922799912668,2.12870024288038
413,Thyroid,Macrophages,0.408509303292324,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,7.9,57816501.1319722,0.161361174800468,17.0,124415255.600447,0.347232907798475,20.0,146370888.941702,0.408509303292324,2.35252633929648
414,Tongue,Macrophages,0.141635734352423,striated muscle,Others,extrapolation,695188.753117786,1.57444682100067,2608.33556700174,1.49011684476769,32.0,22246040.0997692,0.0620868972503772,60.0,41711325.1870672,0.116412932344457,73.0,50748778.9775984,0.141635734352423,1.82987278410875
415,Tonsils,Macrophages,0.245719710066257,lymphatic system,Lymph system,multiplex,29347526.1583441,1.49517361031978,2608.33556700174,1.49011684476769,3.0,88042578.4750324,0.245719710066257,3.0,88042578.4750324,0.245719710066257,3.0,88042578.4750324,0.245719710066257,1.76202918314801
416,Trachea,Macrophages,0.104765098474785,barrier epithelial,Lungs,extrapolation,3753784.91266475,2.07759044474571,2608.33556700174,1.49011684476769,4.5,16892032.1069914,0.0471442943136531,8.0,30030279.301318,0.0838120787798278,10.0,37537849.1266475,0.104765098474785,2.30001880115787
417,Ureters,Macrophages,0.326807442633859,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,7.0,51229811.1295956,0.142978256152313,15.0,109778166.706276,0.306381977469243,16.0,117096711.153362,0.326807442633859,2.35252633929648
418,Urethra,Macrophages,0.204254651646162,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,3.0,21955633.3412553,0.0612763954938486,3.0,21955633.3412553,0.0612763954938486,10.0,73185444.4708509,0.204254651646162,2.35252633929648
419,Urinary bladder,Macrophages,0.614394972852141,internal epithelial,Others,mouse,4402814.70276961,1.9792091213903,2608.33556700174,1.49011684476769,25.0,110070367.56924,0.307197486426071,40.0,176112588.110784,0.491515978281713,50.0,220140735.13848,0.614394972852141,2.20487534133452
420,Uterus,Macrophages,0.0,internal epithelial,Others,extrapolation,7318544.44708509,2.13148916828374,2608.33556700174,1.49011684476769,0.0,0.0,0.0,80.0,585483555.766807,1.6340372131693,0.0,0.0,0.0,2.35252633929648
421,Yellow marrow,Macrophages,1.70382723450953,adipose tissue,Others,extrapolation,246165.186712249,2.00671531936048,2608.33556700174,1.49011684476769,630.0,155084067.628717,0.432827079734276,1800.0,443097336.082049,1.23664879924079,2480.0,610489663.046378,1.70382723450953,2.23137564651131
422,Blood,Dendritic cells,0.220727376357256,blood,Blood,human,17970.8050577311,2.24150497853933,2087.09491929126,1.48261335719654,2616.0,47011626.0310246,0.10498596664556,4251.0,76393892.3004151,0.170602195799035,5500.0,98839427.8175212,0.220727376357256,2.45491639460927
423,Lymph nodes,Dendritic cells,33.1544721011885,lymphatic system,Lymph system,multiplex,65983237.5053073,1.427753120147,2087.09491929126,1.48261335719654,99.0,6532340513.02543,14.5879677245229,185.0,12206898938.4819,27.2603437276439,225.0,14846228438.6942,33.1544721011885,1.70052162725274
424,Skin,Dendritic cells,21.4674031693311,barrier epithelial,Skin,human,2912994.02773491,1.87082509801009,2087.09491929126,1.48261335719654,820.0,2388655102.74263,5.33432442389441,2300.0,6699886263.7903,14.962129481655,3300.0,9612880291.52521,21.4674031693311,2.09570151287496
425,Spleen,Dendritic cells,50.63714903783,lymphatic system,Lymph system,multiplex,151165264.584397,1.31849454784807,2087.09491929126,1.48261335719654,80.0,12093221166.7518,27.0064794868427,130.0,19651484395.9716,43.8855291661193,150.0,22674789687.6596,50.63714903783,1.61797621879265
426,Blood,Monocytes,1.19125761209707,blood,Blood,human,542832.069156538,1.16387815257183,372.901151831915,1.11465166073641,2616.0,1420048692.9135,0.56660543877199,4251.0,2307579125.98444,0.920733838004484,5500.0,2985576380.36096,1.19125761209707,1.20511988404228
427,Lymph nodes,Monocytes,0.347295686188034,lymphatic system,Lymph system,human,3868471.20277625,1.30146379809516,372.901151831915,1.11465166073641,99.0,382978649.074849,0.152810101922735,185.0,715667172.513607,0.285554230865717,225.0,870406020.624657,0.347295686188034,1.32972269026611
428,Red marrow,Monocytes,9.18126685382964,marrow,Bone Marrow,human,19667051.0957263,1.24852362366563,372.901151831915,1.11465166073641,630.0,12390242190.3076,4.94375907513904,900.0,17700345986.1537,7.06251296448434,1170.0,23010449781.9998,9.18126685382964,1.28028113400558
429,Spleen,Monocytes,2.47360601691567,lymphatic system,Lymph system,human,41329653.7677325,1.23701124368028,372.901151831915,1.11465166073641,80.0,3306372301.4186,1.31925654235502,130.0,5372854989.80522,2.14379188132691,150.0,6199448065.15987,2.47360601691567,1.26971507682328
430,Thymus,Dendritic cells,0.119759374089461,lymphatic system,Lymph system,multiplex,2681350.22626922,1.77989277204525,2087.09491929126,1.48261335719654,40.0,107254009.050769,0.239518748178922,25.0,67033755.6567305,0.149699217611826,20.0,53627004.5253844,0.119759374089461,2.01015089721144
431,Tonsils,Dendritic cells,0.492872938988582,lymphatic system,Lymph system,multiplex,73567795.2297798,1.48947611179767,2087.09491929126,1.48261335719654,3.0,220703385.689339,0.492872938988582,3.0,220703385.689339,0.492872938988582,3.0,220703385.689339,0.492872938988582,1.75102488649939
